Menu item,Meal Type,Food Type
Belle de Nantes bio,légume,Haricots verts
croûtons,Accompagnement,Blé Seigle
Salade de blé bio (Blé bio,Entrée,Blé Seigle
Crème de gruyère,Accompagnement,Produit laitier
galettes brocolis/carottes,Plat,legumes autres
concombres),Accompagnement,concombres
Poisson sauce normande,Plat,Poissons
Poire,Dessert,poire
tomate,Accompagnement,Tomates
Yaourt fermier bio,Dessert,Produit laitier
et ses légumes Collet,Accompagnement,legumes autres
mimolette,Fromage,Fromage
Concombres vinaigrette,Entrée,concombres
miel coupelle,Accompagnement,Sucre Cannes
Poulet SDA,Plat,Volaille
Fromage blanc / miel,Dessert,Fromage
Gratinée de légumes,Accompagnement,legumes autres
sauce beurre blanc,Accompagnement,Produit laitier
Crème dessert chocolat bio,Dessert,Produit laitier
Pommes vapeur,Accompagnement,pomme de terre
Choux blancs bio vinaigrette au miel,Entrée,type chou
Poisson + sauce beurre blanc,Plat,Poissons
Lait bio,Accompagnement,Lait
Beignets aux pommes,Dessert,pomme
Radis,Entrée,legumes racines
beurre,Accompagnement,Produit laitier
Petits pois,Accompagnement,Legumineuse autre
haché de volaille,Plat,Volaille
Pizza,Plat,Blé Seigle
rôti de boeuf au jus,Plat,Boeuf
Gouda,Fromage,Fromage
Gratin de choux fleurs agro,Accompagnement,type chou
Clémentines,Dessert,agrumes
timbale de dinde,Plat,Volaille
timbale de porc et râpé,Plat,Porc
Betteraves râpée bio,Entrée,legumes racines
Yaourt bio,Dessert,Produit laitier
sauce beurre blanc,Accompagnement,Produit laitier
Filet de lieu frais,Plat,Poissons
demi oeuf,Plat,oeufs
Mâche,Entrée,legumes autres
Tomme noire,Fromage,Fromage
Poire,Dessert,poire
pommes de terre rissolées agro,Accompagnement,pomme de terre
hachis parmentier de boeuf,Plat,Boeuf
salade verte,Accompagnement,legumes autres
Crème dessert vanille,Dessert,Produit laitier
Potage potiron,Entrée,type citrouille
Sauté de veau à lorange,Plat,Veau
Chou rave bio,Accompagnement,type chou
gratinée de légumes,Plat,legumes autres
Eclair chocolat,dessert,Sucre blanc
Fromage Belle de Nantes bio,fromage,Fromage
fondant de haricots verts,Accompagnement,legumes autres
carre frais,fromage,Fromage
sauce crustacés,Sauce,Crustacés
Pomme bio,dessert,fruits autre
Salade de pâtes,Entrée,Blé Seigle
filet de lieu surgelé,Plat,Poissons
salade / citron,Accompagnement,legumes autres
palet de brocolis / carottes,Accompagnement,legumes racines
Rillettes de thon,Entrée,Poissons
Clémentines,dessert,agrumes
Camembert,fromage,Fromage
sauté de dinde à la moutarde,Plat,Volaille
sauté de porc à la moutarde,Plat,Porc
parmentier de poisson,Plat,Poissons
sauce creme,Sauce,Lait
mousse choco lait,dessert,Lait
salade verte,Accompagnement,legumes autres
Concombres,Entrée,legumes autres
Choux blancs à la mimolette,Plat,type chou
Semoule,Accompagnement,Blé Seigle
des de mimolette,fromage,Fromage
Yaourt aromatisé,dessert,Lait
boeuf Bourguignon,Plat,Boeuf
Edam,fromage,Fromage
omelette,Plat,oeufs
Banane,dessert,Banane
Poêlée de légumes et potatoes,Accompagnement,pomme de terre
Potage tomate/vermicelle,Entrée,Tomates
Suisses aromatisés,dessert,Lait
tagliatelles,Accompagnement,Blé Seigle
gruyère râpés,fromage,Fromage
sauce Bolognaise,Sauce,Boeuf
Carottes râpées bio,Entrée,legumes racines
jambon de dinde+,Plat,Volaille
jambon fumé,charcuterie,Porc
sauce vallée dAuge,Sauce,Lait
Flan caramel,dessert,Lait
Mâche au surimi,Entrée,Poissons
Frites,Accompagnement,pomme de terre
mais betteraves,Accompagnement,Mais
Salade de blés,Entrée,Blé Seigle
Rôti de dinde,Plat,Volaille
jus de veau,Sauce,Boeuf
Marmelade de pommes,dessert,fruits autre
Délice au chèvre,fromage,Fromage
Poire,dessert,fruits autre
St Paulin,fromage,Fromage
Tarte au fromage,Plat,Fromage
filet de poisson petits légumes,Plat,Poissons
Ananas,dessert,fruits autre
epinards à la creme,Accompagnement,legumes autres
Pilon de poulet confit,Plat,Volaille
Pizza,Plat,Blé Seigle
Gruyère,fromage,Fromage
Haricots verts SMR,Accompagnement,legumes autres
Clémentines,dessert,agrumes
Kiwi,dessert,fruits autre
Gratin de choux fleurs,Accompagnement,type chou
Tomme blanche,fromage,Fromage
concombres),Entrée,legumes autres
tomate,Accompagnement,Tomates
Salade carnaval (maïs,Entrée,Mais
Petits poisson panés,Plat,Poissons
Danette goûter lait,dessert,Lait
riz,Accompagnement,Riz
Céleri rémoulade bio,Entrée,legumes racines
blanquette de veau,Plat,Boeuf
lentilles cuisinées,Accompagnement,Legumineuse autre
salade / demi-oeuf,Entrée,oeufs
Yaourt bio,dessert,Lait
Galettes tomates / basilic,Plat,Tomates
Palets brocolis/carottes,Accompagnement,legumes racines
riz au lait bio,dessert,Lait
emincé de dinde chinoise,Plat,Volaille
Mâche aux dés de gruyère,Entrée,Fromage
tomme noire,fromage,Fromage
Petits pois 5/1,Accompagnement,legumes autres
Potage légumes,Entrée,legumes autres
Rôti de boeuf,Plat,Boeuf
banane,dessert,Banane
sauce poivre,Sauce,Poivre
tartiflette de p de terre avec porc,Plat,pomme de terre
Betteraves râpées bio,Entrée,legumes racines
salade verte,Accompagnement,legumes autres
dinde,Plat,Volaille
Fromage blanc / miel,dessert,Fromage
rpées agro / analyse libératoire,Condiment,legumes racines
Pomme bio,dessert,fruits autre
concombes crème,Entrée,legumes autres
blé bio /ratatouille,Accompagnement,Blé Seigle
Chanteneige,fromage,Fromage
Poissons meunière,Plat,Poissons
salade verte,Accompagnement,legumes autres
Yaourt aromatisé,dessert,Lait
Demi-pomelos,Entrée,agrumes
lasagne de boeuf,Plat,Boeuf
Chevretine Président,fromage,Fromage
omelette,Plat,oeufs
thon),Entrée,Poissons
Salade de pommes de terre (Pommes de terre,Entrée,pomme de terre
haricots verts,Accompagnement,legumes autres
Poire,dessert,fruits autre
tomate,Accompagnement,Tomates
Curry de pintade au lait de coco,Plat,Volaille
jus dorange classique,Sauce,agrumes
potatoes wedg skin,Accompagnement,pomme de terre
repas de noel sous les tropiques,Plat,Volaille
coulis de mangue,Sauce,fruits autre
chocolat = 18225,dessert,Sucre blanc
terrine davocat et crabe,Entrée,Crustacés
fondant chocolat,dessert,Sucre blanc
sauce cocktail,Sauce,Sucre blanc
Crêpe au fromage,Plat,Fromage
Kiwi,dessert,fruits autre
filet de poisson,Plat,Poissons
Fromage Belle de Nantes,fromage,Fromage
Brocolis,Accompagnement,type chou
beurre blanc,Sauce,Lait
Ile flottante,dessert,Lait
Hachis parmentier,Plat,pomme de terre
Rillettes de thon/citron,Entrée,Poissons
Salade de mache,Entrée,legumes autres
Blanc de dinde,Plat,Volaille
Edam,fromage,Fromage
Endives aux pommes,Entrée,type chou
Jambon fumé,charcuterie,Porc
lentilles bio cuisinées,Accompagnement,Legumineuse autre
Clémentines,dessert,agrumes
Rôti de dinde au jus,Plat,Volaille
Tomme noire,fromage,Fromage
Banane,dessert,Banane
Haricots verts 5/1,Accompagnement,legumes autres
Potage tomate/vermicelle,Entrée,Tomates
Galette briochée,Plat,Blé Seigle
Lait bio,dessert,Lait
Nuggets de poisson + Citrons,Plat,Poissons
Epinards,Accompagnement,legumes autres
Concombres à la vinaigrette,Entrée,legumes autres
Pomme bio,dessert,fruits autre
Haricots beurre 5/1 + Flageolets,Accompagnement,legumes autres
Haché de volaille+ketchup,Plat,Volaille
Tarte fromage,Plat,Fromage
Chanteneige,fromage,Fromage
Potage légumes+croûtons,Entrée,legumes autres
Courgette à la tomate,Accompagnement,legumes autres
Poire,dessert,fruits autre
Camembert,fromage,Fromage
Poisson meunière,Plat,Poissons
Sauté de veau sauce aigre douce,Plat,Boeuf
Yaourt aro,dessert,Lait
Céléri remoulade,Entrée,legumes racines
Pomme noisette,dessert,fruits autre
Carottes BIO râpées / demi-oeuf,Entrée,legumes racines
Chili de légumes,Plat,legumes autres
Riz basmati,Accompagnement,Riz
Crème dessert chocolat bio,dessert,Lait
Eclair choclat,dessert,Sucre blanc
Lait bio,dessert,Lait
ravioli,Plat,Blé Seigle
Demi-pamplemousse,Entrée,agrumes
Légumes poelés et potatoes,Accompagnement,pomme de terre
Pizza,Plat,Blé Seigle
Poulet fermier SDA,Plat,Volaille
Pomme bio,dessert,fruits autre
Endive au surimi,Entrée,Poissons
Crème dessert vanille,dessert,Lait
Rôti de boeuf ketchup,Plat,Boeuf
Petits pois carottes s/vide,Accompagnement,legumes autres
Choux blancs à la mimolette,Plat,type chou
Poisson+ sauce crustacés,Plat,Crustacés
Kiwi bio,dessert,fruits autre
Frites,Accompagnement,pomme de terre
Salade,Accompagnement,legumes autres
Lasagnes,Plat,Blé Seigle
Potage potiron,Entrée,type chou
Suisses aromatisés,dessert,Lait
Ananas,dessert,fruits autre
Gouda,fromage,Fromage
Pilon de poulet,Plat,Volaille
Concombres,Entrée,legumes autres
Purée pdt,Accompagnement,pomme de terre
Fromage blanc,fromage,Fromage
Palet breton au chocolat Kercadelac,dessert,Sucre blanc
Boeuf Bourguignon,Plat,Boeuf
Choux rouges râpés,Entrée,type chou
Gratinée de légumes,Plat,legumes autres
Orange,dessert,agrumes
Crème de gruyère,fromage,Fromage
Brocolis,Accompagnement,type chou
Poisson meunière,Plat,Poissons
Taboulé,Entrée,Blé Seigle
jambon fumé,charcuterie,Porc
CHANDELEUR,fête,
St paulin,fromage,Fromage
marmelade de pomme,dessert,fruits autre
Crêpe/confiture,Dessert,Sucre blanc
Mâche aux noix,Entrée,Legumineuse autre
concombres,Entrée,legumes autres
dés de chèvre),Entrée,Fromage
filet de lieu au beurre blanc,Plat,Poissons
riz,Accompagnement,Riz
danette goûter-lait,Dessert,Lait
salade composée,Entrée,legumes autres
aux dés de chèvre (Tomate,Entrée,Fromage
timbale de pâtes dinde,Plat,Volaille
Yaourt fermier bio,Fromage,Lait
timbale de pâtes porc,Plat,Porc
carottes râpés bio,Accompagnement,legumes racines
Pomme bio,Dessert,fruits autre
Omelette,Plat,oeufs
Fromage Belle de nantes bio,Fromage,Fromage
Feuilleté fromage,Entrée,Fromage
ratatouille / bles,Accompagnement,legumes autres
Pilon de poulet confit,Plat,Volaille
Salade verte/surmi,Entrée,legumes autres
Beignet pomme,Dessert,fruits autre
Camembert,Fromage,Fromage
Petits pois,Accompagnement,Legumineuse autre
Ananas,Dessert,fruits autre
Omelette,Plat,oeufs
Salade de pâtes aux tomates confites,Entrée,legumes autres
Délice au chèvre,Fromage,Fromage
Poêlée de légumes et potatoes,Accompagnement,legumes autres
Mogettes,Accompagnement,Legumineuse autre
Saucisses bio,Plat,Porc
Concombres,Entrée,legumes autres
Ile flottante,Dessert,Lait
Orange,Dessert,agrumes
Edam,Fromage,Fromage
Betteraves vgte,Entrée,legumes racines
Poisson Frais sauce beurre blanc,Plat,Poissons
Pommes rissolées,Accompagnement,pomme de terre
Suisses aro,Fromage,Lait
Sauté de veau marengo,Plat,Boeuf
concombres),Entrée,legumes autres
Pâtes,Accompagnement,Blé Seigle
Salade carnaval (Maïs,Entrée,Mais
tomate,Entrée,Tomates
Orange,Dessert,agrumes
Poisson +sauce armoricaine,Plat,Poissons
Gouda,Fromage,Fromage
Salade verte/demi-oeuf,Entrée,oeufs
Pommes de terre smile,Accompagnement,pomme de terre
Paëlla au poulet,Plat,Volaille
Fromage blanc / miel,Fromage,Lait
Betteraves,Entrée,legumes racines
Tarte au fromage,Plat,Fromage
Poisson meunière,Plat,Poissons
Epinards,Accompagnement,legumes autres
Banane,Dessert,Banane
Orange,Dessert,agrumes
Edam,Fromage,Fromage
Choux fleurs au gratin,Accompagnement,type chou
Salade de pâtes aux tomates confites,Entrée,legumes autres
Haché de poulet,Plat,Volaille
Blanc dinde,Plat,Volaille
Ananas,Dessert,fruits autre
Roulé au fromage,Plat,Fromage
Marmelade de pommes ( envoyé en poche),Dessert,fruits autre
Jambon fumé,Entrée,Porc
Tomme des Pyrénées,Fromage,Fromage
Yaourt fermier bio,Fromage,Lait
Veau marengo,Plat,Boeuf
Pommes noisette,Accompagnement,pomme de terre
Concombres vgte,Entrée,legumes autres
oeufs durs,Entrée,oeufs
Crème vanille,Dessert,Lait
Betteraves,Entrée,legumes racines
Lasagnes,Plat,Blé Seigle
Salade verte,Entrée,legumes autres
Choux blancs à la mimolette,Accompagnement,type chou
Fraises au sucre,Dessert,Bais et Raisins
poisson surgelé en sauce aux crustacés,Plat,Crustacés
Pommes rissolées,Accompagnement,pomme de terre
Carottes conventionnelles râpées,Accompagnement,legumes racines
Belle de Nantes bio,Fromage,Fromage
Eclair chocolat,Dessert,Lait
Courgettes à la tomate,Accompagnement,legumes autres
Rôti de boeuf  au jus,Plat,Boeuf
Pilon de poulet,Plat,Volaille
Pizza,Plat,Blé Seigle
Petits pois,Accompagnement,Legumineuse autre
Pomme,Dessert,fruits autre
saucisses de volaille bio,Plat,Volaille
Frites,Accompagnement,pomme de terre
Saucisses de Francfort bio,Plat,Porc
Yaourt aromatisé,Fromage,Lait
Melon,Entrée,agrumes
Carottes 5/1,Accompagnement,legumes racines
Poisson surgelé,Plat,Poissons
SCOLAIRE,Entrée,legumes autres
Cantal,Fromage,Fromage
Banane,Dessert,Banane
Gaspacho/croûton,Entrée,legumes autres
Sauce beurre blanc,Accompagnement,Huile Colza
Ile flottante,Dessert,Lait
Hachis parmentier,Plat,Boeuf
Salade verte,Entrée,legumes autres
Rillettes de thon,Entrée,Poissons
Omelette,Plat,oeufs
Radis/beurre,Entrée,legumes racines
Camembert,Fromage,Fromage
PA jeudi,Entrée,legumes autres
Ratatouille Bonduelle,Accompagnement,legumes autres
Cocktail de fruits au sirop,Dessert,fruits autre
PA mardi,Entrée,type chou
Choux blancs au surimi,Entrée,type chou
Fromage blanc/Fraises,Fromage,Lait
et gruyère râpé,Fromage,Fromage
Timbale de pâtes,Plat,Blé Seigle
Epinards,Accompagnement,legumes autres
Concombres,Entrée,legumes autres
Chanteneige,Fromage,Fromage
Poisson meunière,Plat,Poissons
Tarte normande aux pommes,Dessert,fruits autre
Crème chocolat bio,Dessert,Lait
et râpé,Fromage,Fromage
Pâtes à la bolognaise,Plat,Boeuf
Melon,Entrée,agrumes
PA de jeudi,Entrée,Poissons
Poisson surgelé,Plat,Poissons
St Paulin,Fromage,Fromage
Pâté bio+pâté de volaille,Entrée,Porc
Sauce aux baies roses,Accompagnement,Bais et Raisins
Palets brocolis/carottes,Accompagnement,legumes autres
Banane,Dessert,Banane
PA de mardi,Entrée,Fromage
Suisses aromatisés,Fromage,Lait
Riz basmati,Accompagnement,Riz
sauce tomates,Accompagnement,Tomates
Salade douceur / demi-oeuf,Entrée,oeufs
Galettes végétales,Plat,Legumineuse autre
Tarte au fromage,Plat,Fromage
Rôti de boeuf,Plat,Boeuf
Sauce au poivre,Accompagnement,Poivre
Kiwi bio,Dessert,fruits autre
Haricots verts,Accompagnement,legumes autres
jambon blanc,Entrée,Porc
Pastèque,Entrée,agrumes
Jambon de dinde,Entrée,Volaille
Yaourt fermier bio,Fromage,Lait
Salade de lentilles bio,Entrée,Legumineuse autre
Fruit de saison,Dessert,fruits autre
Salade,Entrée,legumes autres
Froamge Belle de Nantes,Fromage,Fromage
Parmentier de poisson,Plat,Poissons
Betteraves cubes,Entrée,legumes racines
Clafoutis de légumes CPierre Clot,Plat,legumes autres
Fruit de saison (cerise),Dessert,fruits autre
Ratatouille agro BONDUELLE,Accompagnement,legumes autres
Poulet fermier SDA,Plat,Volaille
Chaussée aux moines,Accompagnement,pomme de terre
Courgettes jaunes et vertes fraîche,Accompagnement,legumes autres
Salade de blé bio (Blé bio,Entrée,Blé Seigle
Fruits de saison,Dessert,fruits autre
Omelette,Plat,oeufs
tomates,Entrée,Tomates
Belle de nantes,Fromage,Fromage
maïs),Accompagnement,Mais
Sauce cocktail,Accompagnement,Huile Tournesol
Batonnets de carottes,Accompagnement,legumes racines
Rôti de boeuf / ketchup,Plat,Boeuf
Fromage blanc / fraises,Fromage,Lait
purée de pomme de terre,Accompagnement,pomme de terre
et râpé,Fromage,Fromage
Crème dessert chocolat,Dessert,Lait
Salade au thon,Entrée,Poissons
Raviolis 5/1 (stock),Plat,Blé Seigle
Jambon fumé,Entrée,Porc
Yaourt aro,Fromage,Lait
Lentilles bio,Accompagnement,Legumineuse autre
Pastèque,Entrée,agrumes
Carottes,Accompagnement,legumes racines
Crêpe au fromage,Plat,Fromage
Fruit de saison,Dessert,fruits autre
Edam,Fromage,Fromage
Gruyère,Fromage,Fromage
Sauté de veau à lorange,Plat,Boeuf
Tarte citron,Dessert,agrumes
Radis/beurre,Entrée,legumes racines
Brocolis,Accompagnement,legumes autres
Poisson Meunière,Plat,Poissons
Fruit de saison,Dessert,fruits autre
Pizza,Plat,Blé Seigle
Poisson surgelé,Plat,Poissons
Purée aux 3 légumes verts,Accompagnement,legumes autres
Sauce beurre blanc,Accompagnement,Huile Colza
Crème dessert vanille,Dessert,Lait
Sauté de volaille Niçoise,Plat,Volaille
pomme de terre Smile,Accompagnement,pomme de terre
CCAS\xa0: melon,Entrée,agrumes
Radis/beurre,Entrée,legumes racines
reprise scolaire,Entrée,legumes autres
Port Salut,Fromage,Fromage
Pastèque,Entrée,agrumes
rôti de boeuf au jus,Plat,Boeuf
haricots verts,Accompagnement,legumes autres
Tarte normande aux pommes,dessert,fruits autre
Canard à lorange,Plat,Volaille
Fromage blanc,Fromage,Fromage
tomate Antiboise,Entrée,Tomates
Gratin de p de terre,Plat,pomme de terre
Palets brocolis/carottes,Accompagnement,type chou
filet de poisson sauce normande,Plat,Poissons
CCAS\xa0: oeuf mayonnaise,Entrée,oeufs
plateau de fromages,Fromage,Fromage
Camembert,Fromage,Fromage
Prunes Reine-Claude,dessert,fruits autre
Salade carnaval,Entrée,legumes autres
Edam,Fromage,Fromage
Purée de légumes verts,Accompagnement,legumes autres
Gaspacho/croûtons,Entrée,legumes autres
Raisin Chasselas,dessert,Bais et Raisins
Confit de poulet,Plat,Volaille
tagliatelles,Accompagnement,Blé Seigle
CCAS\xa0: prévoir salade verte,Accompagnement,legumes autres
Yaourt mixé Fruix Danone,dessert,Lait
sauce carbonara au saumon,Plat,Poissons
Salade / demi-oeuf,Entrée,oeufs
Melon,Entrée,agrumes
Ile flottante,dessert,Lait
Frites,Accompagnement,pomme de terre
Sauté de veau\xa0au curry / coco,Plat,Veau
omelette,Entrée,oeufs
poisson frais,Plat,Poissons
sauce poisson,Accompagnement,Poissons
carottes rapées,Entrée,legumes racines
CCAS\xa0: prévoir autre fromage,Fromage,Fromage
Fondu au chèvre,Fromage,Fromage
céléri remoulade,Entrée,legumes racines
plateau de fromage,Fromage,Fromage
Eclair chocolat,dessert,Sucre blanc
pêches chantilly,dessert,fruits autre
carbonata daubergines,Plat,legumes autres
Epinards à la creme,Accompagnement,legumes autres
Yaourt aro,dessert,Lait
Pommes noisettes,Accompagnement,fruits autre
CCAS,,
Haché de poulet /ketchup,Plat,Volaille
Rillette de saumon,Entrée,Poissons
Sauté dagneau,Plat,Agneau
Pastèque,dessert,fruits autre
Chili de boeuf,Plat,Boeuf
riz,Accompagnement,Riz
Crème choco bio,dessert,Sucre Cannes
Choux rouges au gruyère,Entrée,type chou
Tarte au fromage,Plat,Fromage
Courgette à la tomate,Accompagnement,legumes autres
Poire,dessert,fruits autre
Jambon fumé,Entrée,Porc
crevettes mayonnaise,Entrée,Crustacés
Choux fleurs gratin,Accompagnement,type chou
semoule au lait,dessert,Blé Seigle
St Paulin,Fromage,Fromage
Filet de lieu aux petits légumes,Plat,Poissons
plateau de fromages,Fromage,Fromage
Tarte grillée aux pommes,Plat,fruits autre
Aiguillettes de canard,Plat,Volaille
Céléri boule,Entrée,legumes racines
Concombres vgte,Entrée,legumes autres
Flan caramel,dessert,Lait
CCAS\xa0: Filet de maquereau,Plat,Poissons
Hachis Parmentier,Plat,Boeuf
Salade verte,Accompagnement,legumes autres
PA jeudi,Entrée,Oeuf
Rillettes de thon,Entrée,Poissons
Crêpe au fromage,Plat,Fromage
Epinards à la crème,Accompagnement,legumes autres
Nuggets de poisson,Plat,Poissons
Raisin,dessert,Bais et Raisins
CCAS\xa0: poisson frais,Plat,Poissons
Fromage Belle de Nantes bio,Fromage,Fromage
PA lundi,Entrée,Oeuf
Confiture BIO Muroise,dessert,fruits autre
Salade de Pommes de terre bio ARIA (PdT,Entrée,pomme de terre
concombres),Entrée,legumes autres
Carottes bio cuite  ARIA,Accompagnement,legumes racines
